record_id,country_code,country_name,region,income_level,date,year,month,week,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index,vector_disease_risk_score_log,month_sin,month_cos,heat_stress,pollution_burden,any_extreme_event,health_vulnerability
5543,AUS,Australia,Oceania,High,10-12-2023,2023,12,49,-25.27,133.77,26,6.58,0.22,39.9,0,0,0,0,0,95,42.6,31,6.9,22.1,0,76.8,50900,64.9,95.2,2.066862759,-2.45E-16,1,0,0,0,46.16666667
5544,AUS,Australia,Oceania,High,17-12-2023,2023,12,50,-25.27,133.77,26,11.91,1.69,51.9,0,0,0,0,21.5,14,46.9,44.4,7.2,9.3,0,79.8,50900,74.7,100,2.104134154,-2.45E-16,1,0,559,0,55.33333333
5545,AUS,Australia,Oceania,High,24-12-2023,2023,12,51,-25.27,133.77,26,7.33,-0.21,84.2,0,0,0,0,63,102,50.2,30,6.3,22.9,0,73.2,50900,80.3,99.7,1.987874348,-2.45E-16,1,0,1638,0,53.5
5546,AUS,Australia,Oceania,High,31-12-2023,2023,12,52,-25.27,133.77,26,9.83,0.05,29.5,0,0,0,0,63.8,80,59.1,28.3,6.1,15.8,5.3,73.6,50900,69.5,100,1.960094784,-2.45E-16,1,0,1658.8,0,52.3
5547,AUS,Australia,Oceania,High,07-01-2024,2024,1,1,-25.27,133.77,26,11.67,0.41,92.9,0,0,0,0,40.2,73,49.7,33.5,2,16.8,5,81.7,50972,74.7,91.2,1.098612289,0.5,0.866025404,0,1045.2,0,52.63333333
5548,AUS,Australia,Oceania,High,14-01-2024,2024,1,2,-25.27,133.77,26,13.93,0.2,57.5,0,0,0,0,86.7,137,80.6,27.6,5.6,16.5,14.3,75,50972,76.2,97.3,1.887069649,0.5,0.866025404,0,2254.2,0,61.46666667
5549,AUS,Australia,Oceania,High,21-01-2024,2024,1,3,-25.27,133.77,26,14.43,0.51,59.2,0,0,0,0,40.9,94,62.2,33.7,6.6,16.9,13,71.7,50972,71.9,100,2.028148247,0.5,0.866025404,0,1063.4,0,55.93333333
5550,AUS,Australia,Oceania,High,28-01-2024,2024,1,4,-25.27,133.77,26,14.44,0.29,56,0,0,0,0,42.1,69,63.1,31.3,5,17.3,19.2,72.8,50972,71.6,99.6,1.791759469,0.5,0.866025404,0,1094.6,0,55.33333333
5551,AUS,Australia,Oceania,High,04-02-2024,2024,2,5,-25.27,133.77,26,13.92,-0.08,101.7,0,0,0,0,31.6,38,57.2,24.2,6.8,23.7,10.7,72.9,51044,74.3,100,2.054123734,0.866025404,0.5,0,821.6,0,51.9
5552,AUS,Australia,Oceania,High,11-02-2024,2024,2,6,-25.27,133.77,26,18.3,0.62,49.2,0,0,0,0,26.1,33,65,37.4,0,19.9,14.3,76.2,51044,71.2,98.5,0,0.866025404,0.5,0,678.6,0,57.86666667
5553,AUS,Australia,Oceania,High,18-02-2024,2024,2,7,-25.27,133.77,26,19.36,0.36,92.8,0,0,0,0,33.4,73,55.7,31.1,3.9,24.9,24,77.9,51044,66.3,98.6,1.589235205,0.866025404,0.5,0,868.4,0,51.03333333
5554,AUS,Australia,Oceania,High,25-02-2024,2024,2,8,-25.27,133.77,26,18.54,-0.12,154.3,0,0,0,0,41.2,69,55.3,31.5,5,12,1.4,77.1,51044,80.2,97.4,1.791759469,0.866025404,0.5,0,1071.2,0,55.66666667
5555,AUS,Australia,Oceania,High,03-03-2024,2024,3,9,-25.27,133.77,26,15.04,-0.11,180.4,0,0,0,0,84.4,155,77.3,32.8,4.5,22.2,17.6,74.9,51115,72.6,91.9,1.704748092,1,6.12E-17,0,2194.4,0,60.9
5556,AUS,Australia,Oceania,High,10-03-2024,2024,3,10,-25.27,133.77,26,19.04,0.15,101,0,0,0,0,64.8,83,73.5,26,7.1,20.4,20.2,69.9,51115,66.5,93.3,2.091864062,1,6.12E-17,0,1684.8,0,55.33333333
5557,AUS,Australia,Oceania,High,17-03-2024,2024,3,11,-25.27,133.77,26,16.38,-0.03,133,0,0,0,0,0,12,55,26.2,3.5,18,11.9,74.2,51115,74,95.6,1.504077397,1,6.12E-17,0,0,0,51.73333333
5558,AUS,Australia,Oceania,High,24-03-2024,2024,3,12,-25.27,133.77,26,18.25,0.21,134.8,0,0,0,0,40.7,83,65.3,34.1,1.4,25.9,11.1,78.7,51115,69.1,100,0.875468737,1,6.12E-17,0,1058.2,0,56.16666667
5559,AUS,Australia,Oceania,High,31-03-2024,2024,3,13,-25.27,133.77,26,16.83,0.1,137.4,1,0,0,1,60.6,89,59.4,35.8,2.9,14.2,22.5,72.9,51115,70.5,97.2,1.360976553,1,6.12E-17,16.83,1575.6,1,55.23333333
5560,AUS,Australia,Oceania,High,07-04-2024,2024,4,14,-25.27,133.77,26,21.33,0.61,138,0,0,0,0,25.7,29,55.2,27,31.7,13.5,23,76.8,51187,68,95.3,3.487375078,0.866025404,-0.5,0,668.2,0,50.06666667
5561,AUS,Australia,Oceania,High,14-04-2024,2024,4,15,-25.27,133.77,26,12.85,0.03,124.7,0,0,0,0,59.4,98,80.5,23,8.1,21.1,3.3,77.2,51187,70.5,100,2.208274414,0.866025404,-0.5,0,1544.4,0,58
5562,AUS,Australia,Oceania,High,21-04-2024,2024,4,16,-25.27,133.77,26,17.68,0.62,110.9,1,0,0,1,1.8,3,51.9,30.4,1,19,25.5,74.4,51187,74.7,94.2,0.693147181,0.866025404,-0.5,17.68,46.8,1,52.33333333
5563,AUS,Australia,Oceania,High,28-04-2024,2024,4,17,-25.27,133.77,26,20.18,-0.05,105.5,0,0,0,0,69.4,85,54.9,26.8,37.4,22.8,18.2,78.4,51187,61.4,99.4,3.64805746,0.866025404,-0.5,0,1804.4,0,47.7
5564,AUS,Australia,Oceania,High,05-05-2024,2024,5,18,-25.27,133.77,26,15.32,-0.34,113.5,0,0,0,0,0,95,41.3,22.4,5.2,18.3,18.1,76.2,51259,71.1,100,1.824549292,0.5,-0.866025404,0,0,0,44.93333333
5565,AUS,Australia,Oceania,High,12-05-2024,2024,5,19,-25.27,133.77,26,14.29,0.5,76.2,0,0,0,0,73.7,99,79.5,34.4,2.1,25.7,18.5,77,51259,66.3,94.8,1.131402111,0.5,-0.866025404,0,1916.2,0,60.06666667
5566,AUS,Australia,Oceania,High,19-05-2024,2024,5,20,-25.27,133.77,26,17.11,0.8,96,0,0,0,0,19,35,62,27.8,7.8,16,4.4,79.6,51259,71.1,99.7,2.174751721,0.5,-0.866025404,0,494,0,53.63333333
5567,AUS,Australia,Oceania,High,26-05-2024,2024,5,21,-25.27,133.77,26,11.96,-0.93,87.1,0,0,0,0,34.8,36,51.5,23.4,0,15.6,7.2,76.6,51259,76,91,0,0.5,-0.866025404,0,904.8,0,50.3
5568,AUS,Australia,Oceania,High,02-06-2024,2024,6,22,-25.27,133.77,26,17.05,0.55,109.8,0,0,0,0,22.4,15,45,30,2.5,23.7,14.6,76.8,51331,76.3,100,1.252762968,1.22E-16,-1,0,582.4,0,50.43333333
5569,AUS,Australia,Oceania,High,09-06-2024,2024,6,23,-25.27,133.77,26,8.91,0.39,128.8,0,0,0,0,50.1,80,62.5,26.1,6.9,18.7,0,77.5,51331,67.1,100,2.066862759,1.22E-16,-1,0,1302.6,0,51.9
5570,AUS,Australia,Oceania,High,16-06-2024,2024,6,24,-25.27,133.77,26,11.24,-0.38,47.9,0,0,0,0,65.9,90,65.3,25.4,1.7,18.2,3.1,73.1,51331,65,99.7,0.993251773,1.22E-16,-1,0,1713.4,0,51.9
5571,AUS,Australia,Oceania,High,23-06-2024,2024,6,25,-25.27,133.77,26,10.18,0.37,84.7,0,0,0,0,2,95,56.3,35.3,6.3,18.5,0,76.4,51331,69.5,100,1.987874348,1.22E-16,-1,0,52,0,53.7
5572,AUS,Australia,Oceania,High,30-06-2024,2024,6,26,-25.27,133.77,26,10.84,0.85,51.3,0,0,0,0,45.1,55,59.6,33.7,2.4,11.5,0,76.1,51331,72.2,94.7,1.223775432,1.22E-16,-1,0,1172.6,0,55.16666667
5573,AUS,Australia,Oceania,High,07-07-2024,2024,7,27,-25.27,133.77,26,9.24,0.65,67,0,0,0,0,52.8,62,64.2,28.3,4.6,20.3,0,75.5,51403,67.9,99.4,1.722766598,-0.5,-0.866025404,0,1372.8,0,53.46666667
5574,AUS,Australia,Oceania,High,14-07-2024,2024,7,28,-25.27,133.77,26,7.36,-0.33,86,0,0,0,0,41.8,55,52.1,40,0,15.9,0,77.3,51403,74.6,96.5,0,-0.5,-0.866025404,0,1086.8,0,55.56666667
5575,AUS,Australia,Oceania,High,21-07-2024,2024,7,29,-25.27,133.77,26,6.38,1.11,78,0,0,0,0,28.1,53,56,44.7,9.1,21.1,0,81.1,51403,66.8,100,2.312535424,-0.5,-0.866025404,0,730.6,0,55.83333333
5576,AUS,Australia,Oceania,High,28-07-2024,2024,7,30,-25.27,133.77,26,5.8,0.42,76.9,0,0,0,0,66.9,89,74.5,43.3,5.3,21.9,0,82.9,51403,72.8,92.2,1.840549633,-0.5,-0.866025404,0,1739.4,0,63.53333333
5577,AUS,Australia,Oceania,High,04-08-2024,2024,8,31,-25.27,133.77,26,5.75,0.47,60.3,0,0,0,0,71.5,100,58.4,31.7,6.4,17.9,0,79.7,51475,71.7,93.4,2.00148,-0.866025404,-0.5,0,1859,0,53.93333333
5578,AUS,Australia,Oceania,High,11-08-2024,2024,8,32,-25.27,133.77,26,4.17,0.44,19,0,0,0,0,39.1,69,75.3,40.1,4.3,16.6,0,78.6,51475,72.5,92.6,1.667706821,-0.866025404,-0.5,0,1016.6,0,62.63333333
5579,AUS,Australia,Oceania,High,18-08-2024,2024,8,33,-25.27,133.77,26,5.8,0.37,57,0,0,0,0,31.7,28,61,32.5,0.2,21.7,0,76.9,51475,71.6,100,0.182321557,-0.866025404,-0.5,0,824.2,0,55.03333333
5580,AUS,Australia,Oceania,High,25-08-2024,2024,8,34,-25.27,133.77,26,2.98,0.78,64.7,0,0,0,0,23.6,19,69.6,30.5,3.8,18.5,0,81.4,51475,60.3,99.7,1.568615918,-0.866025404,-0.5,0,613.6,0,53.46666667
5581,AUS,Australia,Oceania,High,01-09-2024,2024,9,35,-25.27,133.77,26,4.63,0.36,19.2,0,1,0,1,49.2,83,76.4,35.5,5.3,17.2,0,73.2,51547,59.6,82.2,1.840549633,-1,-1.84E-16,0,1279.2,1,57.16666667
5582,AUS,Australia,Oceania,High,08-09-2024,2024,9,36,-25.27,133.77,26,3.5,0.61,52.2,0,0,0,0,45.5,64,75.7,38,1.8,20.9,0,70.6,51547,69,91.2,1.029619417,-1,-1.84E-16,0,1183,0,60.9
5583,AUS,Australia,Oceania,High,15-09-2024,2024,9,37,-25.27,133.77,26,2.63,-0.65,25.6,0,0,0,0,72,120,82.3,29.4,7.1,13.9,0,76.9,51547,73.2,99.9,2.091864062,-1,-1.84E-16,0,1872,0,61.63333333
5584,AUS,Australia,Oceania,High,22-09-2024,2024,9,38,-25.27,133.77,26,-0.3,0.31,0,0,1,0,1,54.1,48,63.3,26,3.5,16.8,0,69.6,51547,68.5,85.3,1.504077397,-1,-1.84E-16,0,1406.6,1,52.6
5585,AUS,Australia,Oceania,High,29-09-2024,2024,9,39,-25.27,133.77,26,4.88,-0.62,39.6,0,0,0,0,31.4,51,41.1,34.6,3.9,22.2,0,68.9,51547,78.3,91.2,1.589235205,-1,-1.84E-16,0,816.4,0,51.33333333
5586,AUS,Australia,Oceania,High,06-10-2024,2024,10,40,-25.27,133.77,26,4.81,-0.39,38.1,0,0,0,0,91.3,131,80,32.1,5.1,26.2,0,76.6,51619,65.5,100,1.808288771,-0.866025404,0.5,0,2373.8,0,59.2
5587,AUS,Australia,Oceania,High,13-10-2024,2024,10,41,-25.27,133.77,26,2.18,0.36,68.7,0,0,0,0,22.2,53,69.1,28.7,10.3,18.8,0,75.4,51619,67.7,100,2.424802726,-0.866025404,0.5,0,577.2,0,55.16666667
5588,AUS,Australia,Oceania,High,20-10-2024,2024,10,42,-25.27,133.77,26,2.84,-1.11,28.3,0,0,0,0,7.6,3,54.1,29.7,3.6,10.2,0,74.3,51619,75.1,88.8,1.526056303,-0.866025404,0.5,0,197.6,0,52.96666667
5589,AUS,Australia,Oceania,High,27-10-2024,2024,10,43,-25.27,133.77,26,2.5,-0.65,21.4,0,0,0,0,89.9,151,82.5,27,4.5,19.7,0,75.8,51619,69,98.5,1.704748092,-0.866025404,0.5,0,2337.4,0,59.5
5590,AUS,Australia,Oceania,High,03-11-2024,2024,11,44,-25.27,133.77,26,1.68,0.07,56.7,0,0,0,0,30.5,52,67.4,32,3.3,20.1,0,73.3,51691,71,100,1.458615023,-0.5,0.866025404,0,793,0,56.8
5591,AUS,Australia,Oceania,High,10-11-2024,2024,11,45,-25.27,133.77,26,4.38,0,12.3,0,0,0,0,26.1,28,60.4,30.6,4.1,16,0,78,51691,73.2,92.9,1.62924054,-0.5,0.866025404,0,678.6,0,54.73333333
5592,AUS,Australia,Oceania,High,17-11-2024,2024,11,46,-25.27,133.77,26,1.63,0.23,90.3,0,0,0,0,52.5,80,76,28,2.9,21.3,0,73.6,51691,66.4,91.4,1.360976553,-0.5,0.866025404,0,1365,0,56.8
5593,AUS,Australia,Oceania,High,24-11-2024,2024,11,47,-25.27,133.77,26,7.1,0.61,133.4,0,0,0,0,60.5,96,77.4,27.7,6.6,19,5.8,74,51691,76.2,100,2.028148247,-0.5,0.866025404,0,1573,0,60.43333333
5594,AUS,Australia,Oceania,High,01-12-2024,2024,12,48,-25.27,133.77,26,12.95,0.1,42.5,0,0,0,0,74.8,90,63.2,26.7,5.9,21.2,3.2,76.3,51763,68.7,82.8,1.931521412,-2.45E-16,1,0,1944.8,0,52.86666667
5595,AUS,Australia,Oceania,High,08-12-2024,2024,12,49,-25.27,133.77,26,7.35,0.74,64.4,0,0,0,0,64.5,93,90.1,34.1,5.2,15.1,0,75.4,51763,72.1,100,1.824549292,-2.45E-16,1,0,1677,0,65.43333333
5596,AUS,Australia,Oceania,High,15-12-2024,2024,12,50,-25.27,133.77,26,8.38,0.95,130.4,0,0,0,0,63,105,57.8,33.2,0,22.6,0,74.4,51763,73.3,96.8,0,-2.45E-16,1,0,1638,0,54.76666667
5597,AUS,Australia,Oceania,High,22-12-2024,2024,12,51,-25.27,133.77,26,8.01,0.97,114.1,0,0,0,0,36.5,78,71.7,32.5,3,15,0,73.9,51763,73.9,95.4,1.386294361,-2.45E-16,1,0,949,0,59.36666667
5598,AUS,Australia,Oceania,High,29-12-2024,2024,12,52,-25.27,133.77,26,13,0.46,77.8,0,0,0,0,0,12,37.7,33.3,7.4,25.3,1.6,78,51763,75.4,98.7,2.128231706,-2.45E-16,1,0,0,0,48.8
5599,AUS,Australia,Oceania,High,05-01-2025,2025,1,1,-25.27,133.77,26,8.38,-0.59,140.9,0,0,0,0,73.5,81,80.5,24.8,8.1,12,0,72.7,51834,72.4,89.1,2.208274414,0.5,0.866025404,0,1911,0,59.23333333
5600,AUS,Australia,Oceania,High,12-01-2025,2025,1,2,-25.27,133.77,26,11.01,-0.43,85.3,0,0,0,0,37.7,64,67.1,25.2,7.6,13.6,0,80.8,51834,57.5,97,2.151762203,0.5,0.866025404,0,980.2,0,49.93333333
5601,AUS,Australia,Oceania,High,19-01-2025,2025,1,3,-25.27,133.77,26,12.63,-0.28,28.3,0,0,0,0,7.8,19,46.6,26.4,5.8,16.9,10.2,74.9,51834,73.9,100,1.916922612,0.5,0.866025404,0,202.8,0,48.96666667
5602,AUS,Australia,Oceania,High,26-01-2025,2025,1,4,-25.27,133.77,26,14.65,-0.17,94.7,0,0,0,0,0,17,67.3,30.3,0.3,18.6,10,76,51834,70.1,100,0.262364264,0.5,0.866025404,0,0,0,55.9
5603,AUS,Australia,Oceania,High,02-02-2025,2025,2,5,-25.27,133.77,26,13.19,0.28,97.2,0,0,0,0,21.8,6,63.9,27.1,2,15.6,0,77.3,51906,73.3,100,1.098612289,0.866025404,0.5,0,566.8,0,54.76666667
5604,AUS,Australia,Oceania,High,09-02-2025,2025,2,6,-25.27,133.77,26,16.54,0.42,123.1,0,0,0,0,43.8,85,71.3,33.7,0,27.3,4.8,82.3,51906,66.2,86.3,0,0.866025404,0.5,0,1138.8,0,57.06666667
5605,AUS,Australia,Oceania,High,16-02-2025,2025,2,7,-25.27,133.77,26,14.57,0.24,57.3,0,0,0,0,53.6,97,57.4,31.1,6,13.8,13.4,76.3,51906,65.4,98.6,1.945910149,0.866025404,0.5,0,1393.6,0,51.3
5606,AUS,Australia,Oceania,High,23-02-2025,2025,2,8,-25.27,133.77,26,18.79,0.31,44.5,2,0,0,2,37.3,77,79.4,31.7,2.7,19.3,36,77.5,51906,67.6,100,1.30833282,0.866025404,0.5,37.58,969.8,1,59.56666667
5607,AUS,Australia,Oceania,High,02-03-2025,2025,3,9,-25.27,133.77,26,19.16,-0.36,96.9,0,0,0,0,53.9,97,85,27.7,3.5,12.6,20.2,76.1,51978,69.5,100,1.504077397,1,6.12E-17,0,1401.4,0,60.73333333
5608,AUS,Australia,Oceania,High,09-03-2025,2025,3,10,-25.27,133.77,26,15.31,0.17,62.7,0,0,0,0,94.3,129,65.1,35.8,0,16.6,9.3,74.8,51978,65.3,97.6,0,1,6.12E-17,0,2451.8,0,55.4
5609,AUS,Australia,Oceania,High,16-03-2025,2025,3,11,-25.27,133.77,26,14.25,0.51,138.1,0,0,0,0,7.7,3,70.9,34.8,5,27.7,0.7,79.3,51978,59.8,98.9,1.791759469,1,6.12E-17,0,200.2,0,55.16666667
5610,AUS,Australia,Oceania,High,23-03-2025,2025,3,12,-25.27,133.77,26,14.52,-0.44,143.3,0,0,0,0,2.5,0,52.9,32.6,4.1,22.1,3.2,72.6,51978,72.9,93.5,1.62924054,1,6.12E-17,0,65,0,52.8
5611,AUS,Australia,Oceania,High,30-03-2025,2025,3,13,-25.27,133.77,26,22.17,1.12,124.4,0,0,0,0,73.8,102,45.5,41,19.1,22.5,29.6,72.2,51978,71.5,100,3.000719815,1,6.12E-17,0,1918.8,0,52.66666667
5612,AUS,Australia,Oceania,High,06-04-2025,2025,4,14,-25.27,133.77,26,16.48,0.82,164.4,0,0,0,0,26.7,53,54.7,23.4,7.2,18.9,15.3,78,52050,74.1,100,2.104134154,0.866025404,-0.5,0,694.2,0,50.73333333
5613,AUS,Australia,Oceania,High,13-04-2025,2025,4,15,-25.27,133.77,26,18.37,0.53,87.9,0,0,0,0,34,34,76.8,31.6,3.8,27.1,16.2,76.8,52050,75.5,91.5,1.568615918,0.866025404,-0.5,0,884,0,61.3
5614,AUS,Australia,Oceania,High,20-04-2025,2025,4,16,-25.27,133.77,26,18.58,0.8,139.3,1,0,0,1,13.9,30,61,31.6,5.4,23.5,37.7,77.6,52050,75.4,99.2,1.85629799,0.866025404,-0.5,18.58,361.4,1,56
5615,AUS,Australia,Oceania,High,27-04-2025,2025,4,17,-25.27,133.77,26,16.98,0.26,139.4,0,0,0,0,50.9,62,64.6,39.6,1.4,17.5,12.6,79.4,52050,75.4,100,0.875468737,0.866025404,-0.5,0,1323.4,0,59.86666667
5616,AUS,Australia,Oceania,High,04-05-2025,2025,5,18,-25.27,133.77,26,19.12,1.46,58,0,0,0,0,81.1,124,74,32.6,2.3,21,20.1,74.3,52122,83.4,94.4,1.193922468,0.5,-0.866025404,0,2108.6,0,63.33333333
5617,AUS,Australia,Oceania,High,11-05-2025,2025,5,19,-25.27,133.77,26,16.75,-0.04,122.7,1,0,0,1,23.6,27,55.5,33.9,5.1,16.5,19.4,75.7,52122,74.7,99.6,1.808288771,0.5,-0.866025404,16.75,613.6,1,54.7
5618,AUS,Australia,Oceania,High,18-05-2025,2025,5,20,-25.27,133.77,26,17.32,0.43,148.4,1,0,0,1,21.8,19,66.3,37.5,4.7,14.4,24.5,77.9,52122,71.4,91.2,1.740466175,0.5,-0.866025404,17.32,566.8,1,58.4
5619,AUS,Australia,Oceania,High,25-05-2025,2025,5,21,-25.27,133.77,26,17.16,-0.45,119.9,0,0,0,0,68.8,114,75.4,27.2,3.4,21.2,20.1,79.4,52122,65.6,97.8,1.481604541,0.5,-0.866025404,0,1788.8,0,56.06666667
5620,AUS,Australia,Oceania,High,01-06-2025,2025,6,22,-25.27,133.77,26,16.27,-0.11,104,1,0,0,1,44.5,70,77.3,31.5,0.2,15.9,34.9,80.9,52194,65.7,100,0.182321557,1.22E-16,-1,16.27,1157,1,58.16666667
5621,AUS,Australia,Oceania,High,08-06-2025,2025,6,23,-25.27,133.77,26,16.81,0.3,123,0,0,0,0,34.4,51,78.5,34.5,0,14.7,18.2,80.6,52194,65.4,91.2,0,1.22E-16,-1,0,894.4,0,59.46666667
5622,AUS,Australia,Oceania,High,15-06-2025,2025,6,24,-25.27,133.77,26,9.11,0.6,80.3,0,0,0,0,61.5,96,47.7,31.4,4.3,21.7,0.1,78.2,52194,68.8,92.4,1.667706821,1.22E-16,-1,0,1599,0,49.3
5623,AUS,Australia,Oceania,High,22-06-2025,2025,6,25,-25.27,133.77,26,13.09,0.38,79.9,0,0,0,0,34.8,38,62.9,32.8,7.5,16.5,7.1,75.1,52194,63.4,96.3,2.140066163,1.22E-16,-1,0,904.8,0,53.03333333
5624,AUS,Australia,Oceania,High,29-06-2025,2025,6,26,-25.27,133.77,26,12.51,1.06,46.4,0,0,0,0,73.4,120,66.5,31.6,2.7,17.8,3.5,79.2,52194,69.2,95.5,1.30833282,1.22E-16,-1,0,1908.4,0,55.76666667
5625,AUS,Australia,Oceania,High,06-07-2025,2025,7,27,-25.27,133.77,26,10.45,0.13,60.7,0,0,0,0,33.7,57,60.7,31.6,7.6,19.4,8.1,82.2,52266,60,91.4,2.151762203,-0.5,-0.866025404,0,876.2,0,50.76666667
5626,AUS,Australia,Oceania,High,13-07-2025,2025,7,28,-25.27,133.77,26,7.68,0.36,109.7,0,0,0,0,46.6,84,70.1,36.7,6.5,23.3,0,76.5,52266,72.6,97.8,2.014903021,-0.5,-0.866025404,0,1211.6,0,59.8
5627,AUS,Australia,Oceania,High,20-07-2025,2025,7,29,-25.27,133.77,26,4.19,0,63.4,0,0,0,0,86.2,125,78.7,36.9,1.3,17.7,0,76.4,52266,82.3,88.1,0.832909123,-0.5,-0.866025404,0,2241.2,0,65.96666667
5628,AUS,Australia,Oceania,High,27-07-2025,2025,7,30,-25.27,133.77,26,7.91,0.63,130.4,0,0,0,0,17.8,23,39.1,33.8,6.5,30.1,4.7,78,52266,77.6,94.5,2.014903021,-0.5,-0.866025404,0,462.8,0,50.16666667
5629,AUS,Australia,Oceania,High,03-08-2025,2025,8,31,-25.27,133.77,26,6.58,0.45,57.5,0,0,0,0,76.8,110,76.3,39.5,11.5,15.5,0,81.7,52338,72.3,100,2.525728644,-0.866025404,-0.5,0,1996.8,0,62.7
5630,AUS,Australia,Oceania,High,10-08-2025,2025,8,32,-25.27,133.77,26,4.35,0.18,57,0,0,0,0,60.6,103,64.4,40.2,0,13.7,0,79.6,52338,69.2,95.2,0,-0.866025404,-0.5,0,1575.6,0,57.93333333
5631,AUS,Australia,Oceania,High,17-08-2025,2025,8,33,-25.27,133.77,26,5.94,0.84,20.2,0,0,0,0,76.3,123,76,19.6,9.1,18.3,0,72.3,52338,73.8,92.1,2.312535424,-0.866025404,-0.5,0,1983.8,0,56.46666667
5632,AUS,Australia,Oceania,High,24-08-2025,2025,8,34,-25.27,133.77,26,1.94,0.81,48.6,0,0,0,0,77.7,80,71.4,28.1,8.1,17.5,0,76.8,52338,68.3,89.4,2.208274414,-0.866025404,-0.5,0,2020.2,0,55.93333333
5633,AUS,Australia,Oceania,High,31-08-2025,2025,8,35,-25.27,133.77,26,0.78,-0.36,44.7,0,0,0,0,0,95,44.2,34.8,7,15.6,0,80.7,52338,71.9,97.9,2.079441542,-0.866025404,-0.5,0,0,0,50.3
5634,AUS,Australia,Oceania,High,07-09-2025,2025,9,36,-25.27,133.77,26,3.14,0.33,63.6,0,0,0,0,87,132,83.9,31.4,2.8,23,0,78.5,52410,64.1,95.9,1.335001067,-1,-1.84E-16,0,2262,0,59.8
5635,AUS,Australia,Oceania,High,14-09-2025,2025,9,37,-25.27,133.77,26,2.25,0.87,69.8,0,0,0,0,105.2,156,87.8,42,0.5,26.8,0,76.4,52410,77.3,99.9,0.405465108,-1,-1.84E-16,0,2735.2,0,69.03333333
5636,AUS,Australia,Oceania,High,21-09-2025,2025,9,38,-25.27,133.77,26,0.08,-0.44,30.8,0,0,0,0,42,52,58.2,31.8,9.9,17.7,0,74.8,52410,64.6,96.4,2.388762789,-1,-1.84E-16,0,1092,0,51.53333333
5637,AUS,Australia,Oceania,High,28-09-2025,2025,9,39,-25.27,133.77,26,3.64,-0.24,52.9,0,0,0,0,26.2,66,65.6,29.3,8.2,24,0,80.1,52410,64.6,100,2.219203484,-1,-1.84E-16,0,681.2,0,53.16666667
5638,AUS,Australia,Oceania,High,05-10-2025,2025,10,40,-25.27,133.77,26,1.18,0.53,0,0,0,0,0,59.4,68,76.2,26,2.8,19.2,0,80.8,52481,72.6,99.6,1.335001067,-0.866025404,0.5,0,1544.4,0,58.26666667
5639,AUS,Australia,Oceania,High,12-10-2025,2025,10,41,-25.27,133.77,26,1.68,1.22,55.9,0,0,0,0,52.2,51,75.4,38.8,4.3,17.1,0,76.9,52481,66,99.8,1.667706821,-0.866025404,0.5,0,1357.2,0,60.06666667
5640,AUS,Australia,Oceania,High,19-10-2025,2025,10,42,-25.27,133.77,26,3.82,-0.74,62.1,0,0,0,0,87.6,103,66.8,29.1,4.6,23,0,79,52481,71.1,100,1.722766598,-0.866025404,0.5,0,2277.6,0,55.66666667
5641,KEN,Kenya,Africa,Lower-Middle,04-01-2015,2015,1,1,-0.02,37.9,54,25.47,0.28,117.8,0,0,0,0,136.8,207,99.4,26,43.6,22.7,6.1,50.2,2124,78.6,100,3.797733859,0.5,0.866025404,0,7387.2,0,68
5642,KEN,Kenya,Africa,Lower-Middle,11-01-2015,2015,1,2,-0.02,37.9,54,28.74,-0.86,33.9,0,0,0,0,91.5,118,82.6,34.4,49.7,22.2,9,47.1,2124,66.4,86.6,3.925925911,0.5,0.866025404,0,4941,0,61.13333333
5643,KEN,Kenya,Africa,Lower-Middle,18-01-2015,2015,1,3,-0.02,37.9,54,28.21,-0.83,31.3,0,0,0,0,92.3,146,65,35,56.3,28.8,10.7,51.4,2124,72.1,91.8,4.048300624,0.5,0.866025404,0,4984.2,0,57.36666667
5644,KEN,Kenya,Africa,Lower-Middle,25-01-2015,2015,1,4,-0.02,37.9,54,30.33,0.15,154.4,0,0,0,0,52,67,77.6,30.6,71.2,25.9,4.7,46.4,2124,68.6,85.1,4.279440046,0.5,0.866025404,0,2808,0,58.93333333
5645,KEN,Kenya,Africa,Lower-Middle,01-02-2015,2015,2,5,-0.02,37.9,54,27.4,0.24,125.3,0,0,0,0,95.8,114,65.2,34.5,47.2,21.7,5.2,44.9,2127,66.1,78.7,3.875359021,0.866025404,0.5,0,5173.2,0,55.26666667
5646,KEN,Kenya,Africa,Lower-Middle,08-02-2015,2015,2,6,-0.02,37.9,54,29.16,-0.27,125.9,0,0,0,0,97,146,90.7,20.8,75.7,33.7,7.8,46.9,2127,68,96,4.339901708,0.866025404,0.5,0,5238,0,59.83333333
5647,KEN,Kenya,Africa,Lower-Middle,15-02-2015,2015,2,7,-0.02,37.9,54,31.39,0.14,123.1,0,0,0,0,67.9,117,76.1,26.4,61.3,28.9,9.9,46.8,2127,78.9,100,4.131961426,0.866025404,0.5,0,3666.6,0,60.46666667
