country,year,co2_production,gni_per_capita,hdi,life_expectancy
Morocco,2005,1.46642513,5206.14294,0.567,68.7039
Monaco,2005,4.567279106874533,9488.932003999998,0.6685235231455086,84.8081
Moldova (Republic of),2005,1.187100789,8139.956213,0.695,68.1689
Madagascar,2005,0.094160767,1529.064221,0.469,60.5697
Maldives,2005,1.880115642,12855.1297,0.649,74.7506
Mexico,2005,4.377079491,17414.40728,0.733,74.3765
Marshall Islands,2005,2.055448985,4414.667322,0.636,63.5852
North Macedonia,2005,5.425931418,11046.98165,0.699,73.7446
Mali,2005,0.113858415,1900.573317,0.366,54.0029
Malta,2005,6.55944723,28205.89598,0.832,79.6465
Myanmar,2005,0.235518241,1698.983452,0.46,61.5985
Montenegro,2005,2.840404873,14187.27963,0.767,74.262
Mongolia,2005,3.39361089,5894.009596,0.658,64.8787
Mozambique,2005,0.086352419,787.7008049,0.357,51.561
Mauritania,2005,0.474936462,4642.69383,0.49,61.656
Mauritius,2005,2.695492564,13746.94974,0.719,72.6748
Malawi,2005,0.071665091,1082.36655,0.406,52.0445
Malaysia,2005,7.058329598,17321.67752,0.732,74.0959
Namibia,2005,1.192785505,7905.316202,0.555,51.7866
Niger,2005,0.052011576,1021.853537,0.298,53.59
Nigeria,2005,0.761587065,3631.501451,0.469,49.297
Nicaragua,2005,0.78513392,4237.153806,0.588,67.9359
Netherlands,2005,10.8095981,49247.57787,0.899,79.4797
Norway,2005,9.364980818,63543.37817,0.931,80.1699
Nepal,2005,0.116017013,2288.402282,0.495,65.4566
Nauru,2005,6.324296883,4997.041603,0.6685235231455086,58.1613
New Zealand,2005,9.081082519,32136.46882,0.912,80.0572
Oman,2005,11.73415162,35436.98506,0.745,74.3962
Pakistan,2005,0.840631508,3631.120554,0.484,62.4657
Panama,2005,2.09334707,15160.22658,0.749,75.8285
Peru,2005,1.325414764,7094.575199,0.686,72.9858
Philippines,2005,0.848782381,5556.405859,0.658,70.2402
Palau,2005,11.11369496,17652.04713,0.767,66.9917
Papua New Guinea,2005,0.674698298,2781.965113,0.466,61.8008
Poland,2005,8.428294452,18610.39132,0.815,75.0936
Korea (Democratic People's Rep. of),2005,3.134160667,9488.932003999998,0.6685235231455086,69.2853
Portugal,2005,6.633985171,29777.58843,0.806,78.3053
Paraguay,2005,0.649010593,7430.442505,0.664,70.5269
"Palestine, State of",2005,0.765994934,5185.337632,0.662,72.0673
Qatar,2005,58.57310242,78649.06596,0.827,76.0637
Romania,2005,4.681226958,16308.55395,0.756,70.6095
Russian Federation,2005,10.77174293,19541.54932,0.764,66.0746
Rwanda,2005,0.058168269,1138.241995,0.422,57.316
Saudi Arabia,2005,16.62125287,44734.86349,0.78,74.5883
Sudan,2005,0.32401476,4360.895883,0.448,57.2786
Senegal,2005,0.499444731,2740.225894,0.419,60.9152
Singapore,2005,8.549103579,64409.6079,0.875,80.3541
Solomon Islands,2005,0.600381343,2128.405381,0.512,67.9363
Sierra Leone,2005,0.075283087,1211.771121,0.372,48.2373
El Salvador,2005,1.040577001,6662.02182,0.641,70.4403
San Marino,2005,4.567279106874533,83924.8326,0.855,81.2182
Somalia,2005,0.056818013,1063.632772,0.6685235231455086,50.6606
Serbia,2005,5.616171724,12143.50189,0.734,72.7092
South Sudan,2005,0.121021527,9488.932003999998,0.40408333333333335,51.5455
Sao Tome and Principe,2005,0.488620199,2820.811031,0.531,63.7089
Suriname,2005,3.180409399,13808.28568,0.683,67.0025
Slovakia,2005,7.926077656,21390.48591,0.803,74.1572
Slovenia,2005,8.473685899,30998.99525,0.869,77.7151
Sweden,2005,5.961571801,45959.84488,0.902,80.621
Eswatini (Kingdom of),2005,0.984786222,6964.378548,0.446,42.1254
Seychelles,2005,4.298574136,18489.48593,0.762,71.5618
Syrian Arab Republic,2005,2.716688735,6555.635985,0.64,72.7685
Chad,2005,0.075845086,1366.252218,0.327,48.3122
Togo,2005,0.306790885,1549.847877,0.458,55.9618
Thailand,2005,3.408789222,11752.65579,0.706,73.8202
Tajikistan,2005,0.359314282,2423.795588,0.612,66.5143
Turkmenistan,2005,10.14433041,7701.550607,0.66,66.0683
Timor-Leste,2005,0.17672979,3901.885426,0.538,62.3283
Tonga,2005,1.125613201,5561.841643,0.702,69.7682
Trinidad and Tobago,2005,29.26651868,23278.47647,0.758,71.3077
Tunisia,2005,2.203354563,8735.378169,0.694,74.7642
TÃ¼rkiye,2005,3.8908292,18195.9431,0.7,73.5341
Tuvalu,2005,0.7328,4095.815257,0.61,63.8359
Tanzania (United Republic of),2005,0.139387657,1687.238249,0.446,56.2991
Uganda,2005,0.072888938,1448.236618,0.454,52.9756
Ukraine,2005,6.67760599,10857.5854,0.743,68.1506
Uruguay,2005,1.723973396,14226.02679,0.768,76.1935
United States,2005,20.79544556,54305.12642,0.9,77.5573
Uzbekistan,2005,4.411121944,3439.404262,0.639,67.4901
Saint Vincent and the Grenadines,2005,2.024048465,10002.26481,0.713,73.5161
Venezuela (Bolivarian Republic of),2005,6.197799243,16817.616,0.721,72.7825
Viet Nam,2005,1.129558562,3886.129712,0.633,73.2714
Vanuatu,2005,0.280119647,2648.817055,0.578,69.3898
Samoa,2005,0.937755596,5653.999826,0.701,71.7545
Yemen,2005,0.984433151,3673.872607,0.489,65.543
South Africa,2005,8.686703828,12299.16465,0.632,53.9797
Zambia,2005,0.189140796,2154.594327,0.472,50.6591
Zimbabwe,2005,0.885879494,1973.994783,0.448,44.7677
Afghanistan,2006,0.061869518,1518.767846,0.409,58.6844
Angola,2006,1.09686395,5672.126464,0.459,52.3688
Albania,2006,1.254806937,8814.501734,0.718,76.8162
Andorra,2006,6.740582519,56696.60874,0.848,82.9664
United Arab Emirates,2006,22.96858556,88502.51225,0.827,76.9087
Argentina,2006,4.444121715,20131.40256,0.814,75.4326
Armenia,2006,1.487878033,8881.593116,0.721,71.9868
Antigua and Barbuda,2006,4.651770168,20253.5277,0.7925333333333334,75.7647
Australia,2006,19.35539488,41648.29006,0.914,81.2822
Austria,2006,9.268958449,51755.56802,0.893,79.9655
Azerbaijan,2006,4.531626696,8305.227742,0.692,68.1653
Burundi,2006,0.024080394,809.5529235,0.36,53.8694
Belgium,2006,11.66573677,48260.64006,0.905,79.3884
Benin,2006,0.407830353,2595.968923,0.464,57.4555
Burkina Faso,2006,0.09808972,1571.988433,0.339,53.7422
Bangladesh,2006,0.295833485,2538.234965,0.524,67.2413
Bulgaria,2006,6.800434857,15883.00705,0.767,72.7215
Bahrain,2006,20.2637054,45894.28762,0.804,77.1555
Bahamas,2006,5.600650086,39840.39471,0.813,72.855
Bosnia and Herzegovina,2006,4.617487964,10148.07381,0.699,76.2468
Belarus,2006,6.717966376,13185.10539,0.762,69.9876
Belize,2006,1.521784649,6783.15037,0.68,70.0932
Bolivia (Plurinational State of),2006,1.229074171,5702.749959,0.638,64.7793
Brazil,2006,1.960334714,12605.81821,0.7,72.0373
Barbados,2006,4.839320016,15600.36919,0.781,75.0683
Brunei Darussalam,2006,12.79522934,72083.47726,0.828,74.7829
Bhutan,2006,0.569492402,5734.069908,0.6306666666666666,66.3617
Botswana,2006,2.25120213,11501.98728,0.618,53.9182
Central African Republic,2006,0.055164204,1070.650487,0.345,46.8514
Canada,2006,17.56185353,44888.05769,0.907,80.5466
Switzerland,2006,6.083903932,69488.94513,0.914,81.5464
Chile,2006,3.910195014,17183.47403,0.796,78.261
China,2006,4.848148444,5969.088313,0.65,74.5037
CÃ´te d'Ivoire,2006,0.363179446,2529.149232,0.458,52.3554
Cameroon,2006,0.205913473,3140.019847,0.477,54.8564
Congo (Democratic Republic of the),2006,0.027434674,771.2121592,0.401,54.5338
Congo,2006,0.301056756,4019.713418,0.532,58.8784
Colombia,2006,1.43525955,10322.92873,0.698,73.468
Comoros,2006,0.263207886,2815.050757,0.494,59.8751
Cabo Verde,2006,1.007438668,5382.716558,0.62,72.2394
Costa Rica,2006,1.612436289,14575.16346,0.747,78.5145
Cuba,2006,2.192740982,6210.383745,0.761,77.1788
Cyprus,2006,7.826442099,36709.9118,0.841,78.3708
Czechia,2006,12.28257511,30366.83164,0.852,76.7109
Germany,2006,10.7806113,46045.61338,0.917,79.5906
Djibouti,2006,0.516472577,2329.191906,0.416,58.7153
Dominica,2006,2.020701943,10657.23036,0.708,72.8479
Denmark,2006,10.91581155,52740.8252,0.91,78.2218
Dominican Republic,2006,2.073169647,10546.32662,0.683,71.1654
Algeria,2006,2.978594395,10137.74673,0.69,72.3336
Ecuador,2006,2.055182503,9385.692493,0.72,74.689
Egypt,2006,2.289719172,8859.168738,0.647,68.9773
Eritrea,2006,0.188112213,1525.17679,0.453,61.6108
Spain,2006,8.06425603,38471.31913,0.856,80.9725
Estonia,2006,12.22969653,24970.23614,0.847,73.4792
Ethiopia,2006,0.067757088,929.7011055,0.363,55.1491
Finland,2006,12.95863887,47282.47742,0.909,79.3729
Fiji,2006,1.452764323,10362.86794,0.705,66.8553
France,2006,6.59678727,42662.02398,0.87,80.7483
Micronesia (Federated States of),2006,1.147469418,4100.151841,0.61,71.0932
Gabon,2006,2.897244489,12684.60798,0.651,62.3746
United Kingdom,2006,9.331786355,43021.0528,0.894,79.355
Georgia,2006,1.455156908,8269.276483,0.742,71.394
Ghana,2006,0.409288953,3260.440634,0.54,59.9883
Guinea,2006,0.203128148,1760.550225,0.394,55.1082
Gambia,2006,0.221019262,2091.956395,0.436,59.0596
Guinea-Bissau,2006,0.156927251,1659.457793,0.417,53.3712
Equatorial Guinea,2006,9.060849259,24395.13773,0.569,56.0459
Greece,2006,10.05544098,35015.78853,0.863,79.7073
Grenada,2006,2.199784624,12855.43863,0.765,73.7004
Guatemala,2006,0.908903554,6819.812353,0.581,69.8124
Guyana,2006,2.022662502,7629.170601,0.631,65.6666
"Hong Kong, China (SAR)",2006,6.162056312,47392.02745,0.887,82.0112
Honduras,2006,1.005527948,4505.965646,0.581,70.2608
Croatia,2006,5.389018932,24318.48786,0.811,75.9889
Haiti,2006,0.187484249,2878.092123,0.494,60.7632
Hungary,2006,5.931151363,24094.02194,0.814,73.3444
Indonesia,2006,1.511897033,6680.941428,0.639,67.9144
India,2006,1.080874404,3426.91817,0.543,65.4123
Ireland,2006,11.25224346,48191.57428,0.891,79.1518
Iran (Islamic Republic of),2006,7.138231354,12465.95662,0.727,72.2761
Iraq,2006,3.569092737,7376.304498,0.604,63.5873
Iceland,2006,10.51948485,44678.11201,0.903,81.2385
Israel,2006,9.302855401,30012.16644,0.874,80.5057
Italy,2006,8.487695093,44658.82268,0.873,81.4169
Jamaica,2006,4.203155162,9620.011561,0.694,71.1993
Jordan,2006,3.425897182,11280.26252,0.722,73.1449
Japan,2006,9.868672474,40407.54524,0.892,82.3765
Kazakhstan,2006,14.21942571,16317.19092,0.752,65.627
Kenya,2006,0.247966528,3437.795658,0.525,58.2222
Kyrgyzstan,2006,1.057512886,3533.266593,0.65,66.7778
Cambodia,2006,0.222382009,2228.221097,0.51,65.0593
Kiribati,2006,0.699066173,2876.388874,0.586,64.9058
Saint Kitts and Nevis,2006,4.256955153,24421.80971,0.75,71.2885
Korea (Republic of),2006,10.32121614,29901.61423,0.866,79.0754
Kuwait,2006,30.91821448,87527.31767,0.799,76.8868
Lao People's Democratic Republic,2006,0.300594895,3310.576061,0.511,61.4929
Lebanon,2006,3.107808325,14401.34173,0.734,76.0796
Liberia,2006,0.202068899,1189.735474,0.443,57.6199
Libya,2006,9.046536089,18761.28499,0.739,71.7237
Saint Lucia,2006,2.48136122,13213.61333,0.718,72.4654
Liechtenstein,2006,6.607663712,119446.3713,0.905,81.16
Sri Lanka,2006,0.598726481,7332.785758,0.714,71.9693
Lesotho,2006,1.023749974,2686.451808,0.446,42.9136
Lithuania,2006,4.369553799,21892.72195,0.823,71.5768
Luxembourg,2006,25.60039518,82926.69144,0.885,79.4147
Latvia,2006,3.734720678,21235.12436,0.815,70.877
Morocco,2006,1.501375619,5529.265636,0.573,69.1282
Monaco,2006,4.567279106874533,9488.932003999998,0.6685235231455086,84.6351
Moldova (Republic of),2006,1.213067665,8426.589953,0.704,68.4794
Madagascar,2006,0.08831442,1561.651344,0.475,61.3152
Maldives,2006,2.315969794,15736.31745,0.664,75.1296
Mexico,2006,4.430685404,18033.14918,0.741,74.3313
Marshall Islands,2006,2.168128104,4270.59709,0.636,63.4894
North Macedonia,2006,5.251435803,11754.26935,0.707,73.9988
Mali,2006,0.116273275,1913.736974,0.375,54.6149
Malta,2006,6.560955681,28520.40444,0.831,79.7788
Myanmar,2006,0.259205433,1897.766025,0.47,61.8931
Montenegro,2006,3.338620399,15452.2313,0.776,74.0494
Mongolia,2006,3.675783241,6366.896166,0.669,65.5128
Mozambique,2006,0.090872391,815.39309,0.364,51.961
Mauritania,2006,0.456826138,5131.211656,0.5,61.8909
Mauritius,2006,2.953694724,14503.68004,0.726,72.8912
Malawi,2006,0.070657567,1102.86281,0.415,53.2377
Malaysia,2006,6.823355702,18207.30872,0.736,74.1642
Namibia,2006,1.18580624,8379.625588,0.561,52.6551
Niger,2006,0.048608697,1041.911994,0.306,54.5965
Nigeria,2006,0.686193777,4009.970944,0.477,49.7305
Nicaragua,2006,0.801285801,4320.551335,0.593,68.7246
Netherlands,2006,10.46820466,52037.50952,0.906,79.8376
Norway,2006,9.409813066,67037.92885,0.937,80.4411
Nepal,2006,0.094239035,2346.857643,0.505,65.8685
Nauru,2006,4.473748474,2991.817466,0.6685235231455086,58.3785
New Zealand,2006,8.969040739,32324.84384,0.913,80.0489
Oman,2006,15.12993469,36636.79009,0.753,74.4802
Pakistan,2006,0.876259591,3761.372437,0.493,63.7312
Panama,2006,2.218378814,16175.33969,0.754,76.0123
Peru,2006,1.011730245,7385.388794,0.691,73.1721
Philippines,2006,0.756907531,5719.636042,0.659,70.2817
Palau,2006,11.6258956,17737.87856,0.769,66.7302
Papua New Guinea,2006,0.647700919,2671.025061,0.469,61.9172
Poland,2006,8.794014775,19685.71892,0.82,75.2835
Korea (Democratic People's Rep. of),2006,3.166602813,9488.932003999998,0.6685235231455086,69.0855
Portugal,2006,6.158365448,29778.5573,0.811,79.0713
Paraguay,2006,0.661011644,7967.30967,0.664,70.7809
"Palestine, State of",2006,0.618279379,5045.582009,0.663,71.915
Qatar,2006,61.79340987,91144.48033,0.825,76.5703
Romania,2006,4.859739935,17631.43917,0.77,71.4718
Russian Federation,2006,11.20296669,21083.29258,0.775,67.2791
Rwanda,2006,0.056883869,1215.385067,0.442,58.7137
Saudi Arabia,2006,17.60496949,44807.12574,0.787,74.8096
Sudan,2006,0.346906746,4480.0832,0.465,60.2806
Senegal,2006,0.388534166,2739.15752,0.427,61.7502
Singapore,2006,9.777706401,70154.75235,0.881,80.71
Solomon Islands,2006,0.60169037,2122.134963,0.52,68.0899
Sierra Leone,2006,0.099311454,1227.106268,0.382,49.323
El Salvador,2006,1.105010545,6967.812746,0.646,70.7732
San Marino,2006,4.567279106874533,86642.53886,0.855,81.5574
Somalia,2006,0.055144485,1057.121975,0.6685235231455086,50.5974
Serbia,2006,6.65196502,12795.25716,0.746,73.3551
South Sudan,2006,0.126295526,9488.932003999998,0.40408333333333335,52.0162
Sao Tome and Principe,2006,0.521223891,3138.235757,0.542,64.3982
Suriname,2006,3.440762327,14398.46779,0.691,67.5713
Slovakia,2006,7.882918636,22887.13351,0.812,74.4167
Slovenia,2006,8.564843715,32458.57806,0.878,78.4191
Sweden,2006,5.903872676,48497.11531,0.906,80.8317
Eswatini (Kingdom of),2006,0.979546218,6960.011648,0.462,43.1196
Seychelles,2006,4.297299109,20039.09556,0.753,71.8336
Syrian Arab Republic,2006,2.772484637,6751.475662,0.65,73.3495
Chad,2006,0.075682377,1240.217809,0.327,48.2863
Togo,2006,0.260373286,1549.220448,0.464,56.2219
Thailand,2006,3.439019581,12360.60169,0.712,74.9381
Tajikistan,2006,0.383556032,2677.912005,0.622,67.0127
Turkmenistan,2006,10.26436199,8525.197608,0.67,66.4989
Timor-Leste,2006,0.176637493,5418.482855,0.563,63.0731
Tonga,2006,1.26088923,5505.705101,0.703,69.8939
Trinidad and Tobago,2006,32.56231378,26206.36859,0.767,71.256
Tunisia,2006,2.215599045,9152.383855,0.7,74.9215
TÃ¼rkiye,2006,4.096309878,19214.58882,0.71,73.8448
Tuvalu,2006,1.086166008,4068.23182,0.611,63.9278
Tanzania (United Republic of),2006,0.148675064,1779.566349,0.456,56.9111
Uganda,2006,0.083418864,1561.532585,0.466,54.3688
Ukraine,2006,7.137714948,11674.10072,0.751,68.7406
Uruguay,2006,1.98385097,14884.97098,0.768,76.3615
United States,2006,20.32404942,55681.43355,0.904,77.8386
Uzbekistan,2006,4.453237553,3567.76127,0.644,67.891
Saint Vincent and the Grenadines,2006,1.990552747,10906.968,0.722,74.0166
Venezuela (Bolivarian Republic of),2006,5.964955039,18193.572,0.732,72.7418
Viet Nam,2006,1.165546765,4105.475098,0.641,73.3194
Vanuatu,2006,0.22219527,2864.764402,0.584,69.462
Samoa,2006,0.952088724,5644.886636,0.703,72.021
Yemen,2006,1.019202475,3858.420964,0.494,65.9877
South Africa,2006,9.210715261,12824.9738,0.637,54.2775
Zambia,2006,0.183274936,2225.630647,0.484,51.7955
Zimbabwe,2006,0.852742189,1892.260606,0.452,45.3635
Afghanistan,2007,0.083710521,1811.166659,0.424,59.1113
Angola,2007,1.194779541,6359.181376,0.475,53.6419
Albania,2007,1.261998195,9399.46896,0.73,77.5491
Andorra,2007,6.514077693,56399.72175,0.847,82.6594
United Arab Emirates,2007,21.60277187,79459.26304,0.831,77.1289
Argentina,2007,4.390799937,21872.98639,0.817,75.0057
Armenia,2007,1.739128656,10262.08008,0.738,72.3271
Antigua and Barbuda,2007,4.840168519,21792.18713,0.802,76.1311
Australia,2007,19.21585818,42531.66846,0.915,81.2603
Austria,2007,8.91259851,53226.17902,0.896,80.1672
Azerbaijan,2007,3.491317241,9998.115702,0.706,68.6032
Burundi,2007,0.025631457,812.5069795,0.372,54.7265
Belgium,2007,11.26232195,49710.56168,0.908,79.5262
Benin,2007,0.464943376,2669.77976,0.472,57.6752
Burkina Faso,2007,0.111619257,1587.915108,0.334,54.3747
Bangladesh,2007,0.298906404,2702.966271,0.527,66.7144
Bulgaria,2007,7.356844799,16242.10842,0.774,73.037
Bahrain,2007,25.84285065,46240.60324,0.807,77.6338
Bahamas,2007,5.549380685,39614.97103,0.812,72.6785
Bosnia and Herzegovina,2007,4.643979222,10747.7794,0.707,76.1609
Belarus,2007,6.677158361,14317.12858,0.773,70.7622
Belize,2007,1.592910292,6482.838471,0.685,70.6549
Bolivia (Plurinational State of),2007,1.324745599,5847.291121,0.645,65.0267
Brazil,2007,2.054237048,13284.63248,0.704,72.3653
Barbados,2007,4.889845712,16222.2906,0.786,75.3424
Brunei Darussalam,2007,22.16206846,71648.00123,0.827,74.818
Bhutan,2007,0.56159344,6647.361095,0.6306666666666666,66.9537
Botswana,2007,2.254541422,12301.25885,0.632,55.732
Central African Republic,2007,0.054985576,1100.152165,0.351,47.4262
Canada,2007,18.05803407,45839.73439,0.908,80.5495
Switzerland,2007,5.754040543,66954.0509,0.92,81.6988
Chile,2007,4.276005213,17994.32625,0.801,77.8258
China,2007,5.184727852,6810.158702,0.663,74.7619
CÃ´te d'Ivoire,2007,0.340958698,2518.41373,0.461,52.9697
Cameroon,2007,0.304485538,3160.077736,0.489,55.1653
Congo (Democratic Republic of the),2007,0.029022979,787.4530548,0.406,54.9226
Congo,2007,0.312477506,3633.151826,0.533,59.6433
Colombia,2007,1.375908042,10836.54977,0.71,73.8372
Comoros,2007,0.165612045,2781.470119,0.5,60.102
Cabo Verde,2007,1.064349766,5895.209969,0.629,72.8349
Costa Rica,2007,1.807348997,15613.4116,0.756,78.4621
Cuba,2007,2.15447846,6635.849547,0.775,77.3072
Cyprus,2007,7.992381404,37411.12839,0.848,78.8103
Czechia,2007,12.38780876,32009.06748,0.859,76.9217
Germany,2007,10.47794091,47424.29974,0.921,79.7412
Djibouti,2007,0.573169566,2411.423737,0.426,59.0242
Dominica,2007,2.587753372,11226.64924,0.707,71.9301
Denmark,2007,9.992100434,52452.14616,0.911,78.348
Dominican Republic,2007,2.140828523,11175.89734,0.692,71.371
Algeria,2007,3.172710183,10563.37199,0.697,72.6019
Ecuador,2007,2.35619667,9414.638342,0.723,74.8445
Egypt,2007,2.376354952,9360.118933,0.655,69.128
Eritrea,2007,0.188003748,1509.082026,0.457,62.1161
Spain,2007,8.112557693,39006.60339,0.858,80.9803
Estonia,2007,14.89381803,27118.50402,0.853,73.6051
Ethiopia,2007,0.072384843,1009.775687,0.38,56.4264
Finland,2007,12.60262161,49146.72006,0.911,79.3907
Fiji,2007,1.363804877,10253.04545,0.706,66.8261
France,2007,6.391347026,43565.31439,0.873,80.9672
Micronesia (Federated States of),2007,1.262877714,4060.781798,0.614,71.0599
Gabon,2007,2.777176035,12761.80426,0.655,62.6183
United Kingdom,2007,9.099909296,43316.41229,0.897,79.5424
Georgia,2007,1.527622552,9188.958856,0.753,71.5679
Ghana,2007,0.418865294,3316.812651,0.55,60.2243
Guinea,2007,0.206720583,1839.301032,0.402,55.5526
Gambia,2007,0.21449549,2098.034103,0.442,59.3935
Guinea-Bissau,2007,0.163530264,1679.535894,0.424,54.155
Equatorial Guinea,2007,6.795653333,27401.83123,0.578,56.5398
Greece,2007,10.3047312,35883.04843,0.858,79.612
Grenada,2007,2.264093545,13427.23027,0.773,74.3165
Guatemala,2007,0.886467892,7094.537826,0.59,70.1002
Guyana,2007,2.385481611,8257.19914,0.638,66.2535
"Hong Kong, China (SAR)",2007,6.370219948,50586.26831,0.894,82.2309
Honduras,2007,1.050865222,4754.557467,0.586,70.3765
Croatia,2007,5.700108151,25583.76716,0.815,75.8596
Haiti,2007,0.186660219,2963.849825,0.499,61.103
Hungary,2007,5.841253956,23921.45917,0.817,73.4316
Indonesia,2007,1.670818554,7022.246232,0.643,68.1893
India,2007,1.147854401,3646.928626,0.553,65.7884
Ireland,2007,11.02142351,48328.55453,0.896,79.5547
Iran (Islamic Republic of),2007,7.186498912,13365.68311,0.733,72.772
Iraq,2007,2.191568073,7417.404968,0.607,63.5527
Iceland,2007,11.4557495,48221.43966,0.909,81.3511
Israel,2007,9.171696625,31136.79394,0.885,80.6651
Italy,2007,8.3509866,45095.50647,0.877,81.5029
Jamaica,2007,3.883063058,9709.069035,0.697,71.4179
Jordan,2007,3.426944917,11719.83271,0.729,73.3728
Japan,2007,10.14159122,40891.01444,0.895,82.5544
Kazakhstan,2007,14.49166303,17274.6335,0.758,65.928
Kenya,2007,0.246491933,3567.161688,0.533,58.8651
Kyrgyzstan,2007,1.257408776,3813.744666,0.656,67.0064
Cambodia,2007,0.253736085,2435.242842,0.521,65.7314
Kiribati,2007,0.607332663,2918.741537,0.587,64.8436
Saint Kitts and Nevis,2007,4.524676629,24469.21157,0.753,71.3668
Korea (Republic of),2007,10.66398136,31488.49601,0.871,79.48
Kuwait,2007,29.90204947,86266.58606,0.802,77.0168
Lao People's Democratic Republic,2007,0.308732726,3931.584401,0.525,62.0844
Lebanon,2007,2.883387479,16062.98559,0.752,77.0801
Liberia,2007,0.181630897,1253.227325,0.448,58.2845
Libya,2007,8.3647166,19546.14203,0.741,71.8628
Saint Lucia,2007,2.535328891,13176.60524,0.718,72.5985
Liechtenstein,2007,5.700088026,132438.9834,0.907,81.5032
Sri Lanka,2007,0.612431864,7795.922241,0.719,72.0488
Lesotho,2007,1.043724917,2976.207122,0.452,43.1225
Lithuania,2007,4.855537622,24341.03324,0.83,71.5366
Luxembourg,2007,23.82952739,93173.94869,0.887,79.4774
Latvia,2007,3.929413231,24269.96109,0.82,71.0566
Morocco,2007,1.569542204,5668.725192,0.581,69.604
Monaco,2007,4.567279106874533,9488.932003999998,0.6685235231455086,83.9201
Moldova (Republic of),2007,1.20543246,8524.627537,0.713,68.9471
Madagascar,2007,0.088712653,1627.542304,0.482,61.7571
Maldives,2007,2.328467132,13737.97058,0.665,75.6858
Mexico,2007,4.394839185,18145.5403,0.743,74.2384
Marshall Islands,2007,2.222618687,4401.900551,0.636,63.3597
North Macedonia,2007,4.54313057,11959.5747,0.711,73.9042
Mali,2007,0.130974964,1917.362328,0.382,54.9411
Malta,2007,6.714200249,29500.4094,0.837,80.0877
Myanmar,2007,0.257837962,2094.31213,0.48,62.3709
Montenegro,2007,3.317703836,16416.64572,0.787,74.5255
Mongolia,2007,4.656722517,6850.865763,0.68,65.9701
Mozambique,2007,0.100995159,865.3927795,0.377,52.5664
Mauritania,2007,0.511410244,4912.074911,0.499,62.2285
Mauritius,2007,2.987302748,15559.94762,0.734,73.0795
Malawi,2007,0.072660328,1175.387253,0.423,53.946
Malaysia,2007,6.828326105,19130.71026,0.747,74.2109
Namibia,2007,1.175969866,8500.237975,0.569,53.6799
Niger,2007,0.04875523,1031.514983,0.311,55.5533
Nigeria,2007,0.64418351,4052.192908,0.48,50.033
Nicaragua,2007,0.814070702,4503.25909,0.599,69.5595
Netherlands,2007,10.41283652,53320.00615,0.912,80.2452
Norway,2007,9.686396709,67351.25237,0.938,80.5033
Nepal,2007,0.09742413,2403.790656,0.509,66.3288
Nauru,2007,4.467384678,3814.236473,0.6685235231455086,58.5303
New Zealand,2007,8.659792499,33903.62362,0.916,80.1631
Oman,2007,16.54760462,37079.4074,0.762,74.461
Pakistan,2007,0.928713187,3838.637771,0.499,63.8517
Panama,2007,2.128052003,18076.96739,0.763,76.154
Peru,2007,1.223627444,7970.525079,0.7,73.2227
Philippines,2007,0.791483905,5976.078269,0.664,70.4832
Palau,2007,13.19657584,18594.95734,0.773,66.4874
Papua New Guinea,2007,0.898169557,2883.822296,0.478,62.0338
Poland,2007,8.779042909,20882.84428,0.825,75.3386
Korea (Democratic People's Rep. of),2007,2.624339811,9488.932003999998,0.6685235231455086,68.9109
Portugal,2007,5.906209724,30537.20511,0.818,79.281
Paraguay,2007,0.673776642,8677.024029,0.669,71.1061
"Palestine, State of",2007,0.618401367,5164.698181,0.672,72.1525
Qatar,2007,51.62413393,90330.59796,0.834,77.0155
Romania,2007,4.818835658,18782.19739,0.786,72.5458
Russian Federation,2007,11.19977542,23081.19442,0.786,68.1535
Rwanda,2007,0.0584639,1281.577014,0.456,59.9653
Saudi Arabia,2007,15.34696386,44629.10857,0.794,75.0458
Sudan,2007,0.398777885,4637.464794,0.47,61.2564
Senegal,2007,0.416057732,2743.445388,0.439,62.5429
Singapore,2007,10.37830093,73600.93417,0.887,80.9576
Solomon Islands,2007,0.610506937,2103.208263,0.523,67.9856
Sierra Leone,2007,0.081358908,1379.930856,0.397,50.3654
El Salvador,2007,1.121161648,7072.6786,0.651,71.1081
San Marino,2007,4.567279106874533,89258.18951,0.855,81.853
Somalia,2007,0.054892902,1053.598114,0.6685235231455086,50.5147
Serbia,2007,6.543587456,13406.05174,0.754,73.6228
South Sudan,2007,0.141092049,9488.932003999998,0.40408333333333335,52.8565
Sao Tome and Principe,2007,0.506746843,3175.385281,0.545,64.7239
Suriname,2007,3.435964952,15307.37616,0.701,68.204
Slovakia,2007,7.590042181,25119.49162,0.823,74.4951
Slovenia,2007,8.605459521,34389.28972,0.882,78.5936
Sweden,2007,5.780918109,50283.061,0.908,80.9697
Eswatini (Kingdom of),2007,0.998031942,7278.330002,0.471,43.6411
Seychelles,2007,4.473847793,20142.90475,0.77,72.1124
Syrian Arab Republic,2007,3.306075071,6915.774881,0.659,73.7088
Chad,2007,0.078915521,1347.138825,0.337,48.751
Togo,2007,0.25620068,1496.630684,0.457,56.5106
Thailand,2007,3.466348369,13001.9766,0.724,75.1872
Tajikistan,2007,0.456923385,2756.08993,0.625,67.2169
Turkmenistan,2007,11.47607431,9671.032392,0.682,66.8948
